,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,Material,FabricType,Decoration,Pattern Type,Recommendation,Spring,Summer,Winter,Autumn
198,861698160,Casual,Average,4.1,Medium,Autumn,v-neck,full sleeves,Missing,chiffon,sashes,Missing,1,119.0,595.0,415.0,1054.0
199,981437831,Casual,Average,5.0,Extra large,Autumn,o-neck,short,chiffonfabric,chiffon,Missing,Missing,0,55.0,337.0,300.0,760.0
200,1036456647,Sexy,Average,5.0,Medium,Summer,v-neck,sleeve less,cotton,Missing,sequined,solid,1,19.0,110.0,101.0,221.0
201,951280194,work,Average,4.6,Large,Summer,slash-neck,short,cotton,Missing,Missing,solid,0,390.0,2124.0,1524.0,4051.0
202,747381880,vintage,Average,4.5,Large,Autumn,o-neck,sleeve less,Missing,worsted,Missing,solid,0,1103.0,5483.0,3399.0,9041.0
203,1099363892,Casual,Average,0.0,Medium,Summer,o-neck,three quater,nylon,broadcloth,Missing,solid,1,169.0,903.0,753.0,2527.0
204,941333009,cute,Average,4.7,Large,Summer,o-neck,sleeve less,cotton,worsted,Missing,print,0,139.0,825.0,645.0,1711.0
205,819651586,bohemian,Low,4.7,Free,Winter,o-neck,short,nylon,Missing,sashes,print,0,229.0,1217.0,824.0,1955.0
206,1043590098,Casual,Low,5.0,Free,Spring,slash-neck,sleeve less,Others,Missing,Missing,striped,1,108.0,571.0,423.0,1321.0
207,1091666465,Casual,Average,5.0,Medium,Winter,o-neck,sleeve less,Missing,chiffon,sashes,solid,1,13.0,70.0,56.0,155.0
208,771972560,work,Low,4.5,Medium,Winter,v-neck,three quater,Missing,Missing,Missing,patchwork,0,446.0,2142.0,1294.0,3553.0
209,756492184,Casual,Average,4.3,Small,Spring,boat-neck,full sleeves,cotton,Missing,Others,patchwork,1,72.0,306.0,166.0,498.0
210,1097157656,Casual,Average,4.4,Large,Autumn,o-neck,half sleeves,Missing,Others,Others,animal,0,146.0,744.0,497.0,1374.0
211,573923366,sexy,Low,4.3,Medium,Autumn,Others,short,Others,Missing,Others,print,0,350.0,1773.0,1127.0,3046.0
212,756620535,Casual,Low,4.6,Free,Summer,o-neck,full sleeves,cotton,worsted,Others,solid,1,280.0,1606.0,1229.0,3188.0
213,765350508,Casual,Low,4.6,Large,Winter,o-neck,full sleeves,cotton,Missing,Missing,Missing,0,436.0,2304.0,1624.0,4354.0
214,968294356,Casual,Average,4.6,Medium,Spring,o-neck,sleeve less,Missing,chiffon,sashes,solid,1,716.0,3606.0,2297.0,6235.0
215,1017678811,Casual,Low,0.0,Free,Autumn,Others,three quater,Missing,Missing,Missing,Missing,0,2.0,12.0,8.0,27.0
216,1199765487,Casual,Average,0.0,Small,Summer,o-neck,sleeve less,cotton,Missing,Missing,solid,0,1.0,5.0,3.0,8.0
217,965817793,Casual,Low,4.8,Free,Summer,o-neck,sleeve less,cotton,Missing,Missing,print,1,296.0,1688.0,1224.0,3237.0
218,1074432879,Casual,Average,5.0,Small,Winter,o-neck,sleeve less,polyster,chiffon,Missing,Others,0,44.0,225.0,157.0,451.0
219,1132858821,Sexy,very-high,0.0,Free,Winter,v-neck,sleeve less,polyster,Others,Missing,solid,0,2.0,9.0,7.0,21.0
220,905732124,Casual,Low,4.4,Free,Summer,o-neck,sleeve less,polyster,Missing,sashes,print,0,98.0,608.0,501.0,1282.0
221,711045472,Casual,Average,4.8,Medium,Autumn,v-neck,short,Missing,chiffon,embroidary,print,1,216.0,1060.0,633.0,1651.0
222,923983419,Casual,Average,5.0,Free,Summer,v-neck,sleeve less,Others,Missing,Missing,patchwork,0,31.0,147.0,95.0,249.0
223,733025646,Sexy,Low,4.8,Medium,Autumn,v-neck,full sleeves,cotton,Missing,Missing,print,1,868.0,4115.0,2297.0,6181.0
224,720099861,Casual,Average,4.6,Free,Winter,v-neck,full sleeves,cotton,Others,Missing,striped,0,854.0,4289.0,2595.0,6995.0
225,923915314,Casual,Average,4.6,Medium,Winter,v-neck,full sleeves,chiffonfabric,chiffon,Missing,Missing,0,331.0,1768.0,1246.0,3334.0
226,1077555214,Casual,Low,5.0,Small,Spring,o-neck,sleeve less,chiffonfabric,Missing,Missing,print,0,62.0,592.0,603.0,1257.0
227,1216538883,cute,Average,0.0,Medium,Winter,o-neck,short,polyster,chiffon,sashes,solid,0,237.0,1941.0,1861.0,5454.0
228,531254082,Casual,Low,4.8,Free,Spring,o-neck,sleeve less,chiffonfabric,chiffon,Missing,print,1,348.0,1621.0,1119.0,2999.0
229,890279029,Casual,Average,4.6,Medium,Autumn,o-neck,short,polyster,Missing,applique,dot,0,138.0,858.0,680.0,2002.0
230,995964089,bohemian,Average,5.0,Medium,Spring,slash-neck,sleeve less,Missing,chiffon,ruffles,solid,1,17.0,89.0,74.0,224.0
231,868453353,Casual,Low,4.9,Free,Winter,o-neck,sleeve less,silk,Missing,sashes,print,1,29.0,142.0,106.0,296.0
232,1024954013,Casual,Average,4.7,Large,Summer,o-neck,sleeve less,silk,chiffon,beading,solid,0,285.0,1408.0,906.0,2422.0
233,685606338,Casual,Medium,4.6,Medium,Winter,o-neck,full sleeves,Others,Missing,Missing,solid,1,201.0,1063.0,700.0,1866.0
234,877962269,Casual,Average,4.7,Medium,Winter,v-neck,sleeve less,polyster,chiffon,applique,print,0,45.0,355.0,324.0,824.0
235,995644296,Sexy,Average,4.7,Medium,Winter,v-neck,sleeve less,polyster,broadcloth,Missing,patchwork,0,283.0,1609.0,1218.0,3135.0
236,1066273951,Casual,Average,3.5,Medium,Winter,v-neck,short,Missing,Missing,Missing,solid,0,50.0,254.0,196.0,554.0
237,822176645,Casual,Average,4.8,Medium,Winter,o-neck,three quater,Missing,Missing,Missing,print,1,233.0,1259.0,920.0,2422.0
238,659466129,Casual,Average,0.0,Medium,Winter,o-neck,full sleeves,cotton,jersey,Others,solid,1,1.0,8.0,8.0,19.0
239,694493217,Casual,Low,4.6,Medium,Summer,o-neck,sleeve less,cotton,Missing,sashes,striped,0,264.0,1360.0,896.0,3082.0
240,793162246,Casual,Average,4.7,Large,Spring,v-neck,half sleeves,Missing,broadcloth,Missing,print,1,1435.0,6949.0,4032.0,11801.0
241,817945281,Casual,Low,4.5,Free,Summer,o-neck,full sleeves,cotton,Missing,Others,solid,0,94.0,464.0,364.0,1059.0
242,920902282,Casual,Average,4.7,Medium,Summer,o-neck,sleeve less,polyster,Missing,Missing,Others,0,176.0,993.0,728.0,1841.0
243,727820291,Casual,Low,4.5,Medium,Winter,o-neck,short,chiffonfabric,chiffon,Missing,solid,0,336.0,1686.0,1057.0,2924.0
244,1197211965,cute,Low,0.0,Free,Summer,boat-neck,sleeve less,cotton,Missing,Missing,print,0,8.0,39.0,25.0,69.0
245,682561447,party,very-high,5.0,Medium,Spring,slash-neck,sleeve less,chiffonfabric,chiffon,Others,Missing,1,66.0,341.0,224.0,605.0
246,999081623,Casual,Average,4.9,Medium,Autumn,v-neck,sleeve less,polyster,Missing,Missing,Missing,1,73.0,980.0,581.0,817.0
247,1108613896,party,very-high,0.0,Large,Winter,v-neck,sleeve less,polyster,Others,beading,Missing,0,1.0,5.0,3.0,8.0
248,1054555186,party,very-high,0.0,Medium,Winter,v-neck,Others,Missing,chiffon,Others,Missing,0,3.0,14.0,11.0,37.0
249,915238287,Casual,Low,4.4,Medium,Winter,v-neck,Others,cotton,Missing,Missing,Missing,1,117.0,520.0,442.0,1450.0
250,1107279894,party,very-high,0.0,Medium,Spring,v-neck,three quater,Others,Others,applique,Missing,1,1.0,7.0,6.0,24.0
251,1163040038,party,High,0.0,Medium,Winter,Others,sleeve less,Missing,Missing,Others,Missing,0,2.0,8.0,7.0,24.0
252,1091877430,party,High,0.0,Medium,Spring,Others,sleeve less,nylon,Missing,Missing,Missing,0,1.0,4.0,3.0,10.0
253,1053467336,party,Average,5.0,Medium,Winter,o-neck,Others,polyster,Missing,Others,Missing,1,59.0,192.0,140.0,489.0
254,609889168,party,High,4.7,Medium,Winter,Others,sleeve less,Missing,chiffon,Others,Missing,0,181.0,581.0,409.0,1557.0
257,963684109,party,very-high,4.9,Medium,Spring,Others,sleeve less,Missing,chiffon,beading,Missing,1,49.0,176.0,138.0,490.0
258,619817668,party,High,4.6,Medium,Winter,Others,sleeve less,Missing,chiffon,Missing,Missing,0,215.0,626.0,406.0,1682.0
259,1066740059,party,Average,5.0,Medium,Spring,Others,sleeve less,polyster,Missing,Missing,Missing,1,51.0,285.0,263.0,712.0
260,732184480,party,very-high,4.8,Large,Spring,Others,sleeve less,microfiber,Others,beading,Missing,1,51.0,160.0,109.0,442.0
261,1044683061,party,very-high,0.0,Medium,Winter,Others,sleeve less,polyster,chiffon,beading,Missing,1,21.0,80.0,67.0,238.0
262,579010251,party,High,4.6,Large,Spring,slash-neck,sleeve less,silk,chiffon,beading,Missing,0,52.0,187.0,144.0,494.0
264,898316819,party,Medium,4.6,Small,Winter,Others,short,Missing,Missing,Others,Missing,0,57.0,211.0,169.0,616.0
265,622667306,party,very-high,4.9,Medium,Spring,Others,sleeve less,silk,chiffon,beading,Missing,1,70.0,229.0,168.0,627.0
266,809344968,party,Medium,4.8,Small,Spring,v-neck,sleeve less,Missing,Missing,Missing,Missing,1,362.0,1279.0,966.0,3453.0
267,754138176,party,very-high,4.2,Large,Winter,v-neck,sleeve less,Missing,Missing,Others,Missing,1,222.0,668.0,449.0,1854.0
268,674192921,Casual,Low,4.4,Free,Summer,o-neck,sleeve less,Missing,Missing,Missing,Missing,1,226.0,666.0,442.0,1735.0
269,726446177,party,very-high,4.1,Medium,Winter,Others,short,cotton,Others,applique,Missing,1,141.0,446.0,309.0,1186.0
270,1193747589,party,very-high,0.0,Medium,Winter,o-neck,full sleeves,Missing,Missing,Others,Missing,1,2.0,6.0,4.0,16.0
271,676827184,Casual,High,4.6,Medium,Summer,Others,sleeve less,Missing,Missing,beading,Missing,1,81.0,268.0,201.0,722.0
272,619996560,party,Average,4.7,Free,Winter,o-neck,sleeve less,polyster,Missing,Missing,Missing,0,228.0,697.0,469.0,1830.0
273,618420156,party,very-high,4.7,Large,Winter,slash-neck,sleeve less,Others,chiffon,beading,Missing,1,94.0,286.0,194.0,772.0
274,689486739,party,very-high,4.5,Medium,Spring,v-neck,Others,Missing,Missing,Others,Missing,1,27.0,79.0,50.0,203.0
275,751364614,party,Average,4.7,Free,Spring,Others,sleeve less,rayon,chiffon,beading,solid,1,71.0,285.0,234.0,807.0
276,825341937,party,High,4.8,Medium,Summer,Others,sleeve less,Missing,Others,Missing,Missing,1,99.0,311.0,213.0,811.0
277,736813752,party,High,4.6,Medium,Summer,slash-neck,sleeve less,Missing,chiffon,Missing,Missing,1,42.0,123.0,80.0,326.0
278,636178374,party,Medium,4.7,Medium,Winter,o-neck,sleeve less,cotton,chiffon,Others,Missing,1,149.0,418.0,259.0,1103.0
279,743485617,cute,Average,4.4,Free,Spring,Others,sleeve less,Others,Others,Others,solid,1,135.0,434.0,310.0,1223.0
280,933951149,party,Average,5.0,Medium,Spring,o-neck,sleeve less,Missing,Missing,Missing,Missing,1,115.0,370.0,269.0,1056.0
281,684561284,party,very-high,4.8,Free,Spring,Others,sleeve less,polyster,chiffon,beading,Missing,1,65.0,206.0,145.0,553.0
282,616295248,party,Medium,4.8,Medium,Spring,o-neck,sleeve less,silk,chiffon,Others,Missing,1,173.0,535.0,363.0,1438.0
283,736076633,party,very-high,4.9,Large,Spring,slash-neck,sleeve less,Missing,chiffon,Others,Missing,1,98.0,305.0,211.0,811.0
284,1108073621,party,Medium,0.0,Free,Winter,v-neck,short,Missing,chiffon,Others,Missing,1,3.0,14.0,12.0,44.0
285,1053002876,work,Average,5.0,Free,Winter,o-neck,half sleeves,microfiber,Missing,Missing,Missing,0,24.0,78.0,57.0,214.0
286,444282011,party,very-high,4.9,Medium,Spring,v-neck,sleeve less,Missing,Others,beading,Missing,1,76.0,250.0,184.0,660.0
287,949336768,Casual,High,5.0,Free,Summer,v-neck,sleeve less,nylon,Missing,Missing,Missing,1,29.0,90.0,62.0,240.0
288,961972778,Casual,very-high,0.0,Small,Spring,o-neck,full sleeves,Missing,chiffon,applique,Missing,0,1.0,6.0,7.0,27.0
289,893088817,Casual,Medium,4.7,Medium,Spring,o-neck,sleeve less,cotton,Missing,bow,Missing,1,26.0,95.0,71.0,252.0
290,952724683,party,Average,0.0,Medium,Spring,v-neck,sleeve less,Missing,Missing,Missing,Missing,1,4.0,14.0,12.0,41.0
291,855037000,Casual,Average,4.4,Free,Summer,slash-neck,sleeve less,cotton,Missing,Missing,Missing,1,24.0,102.0,88.0,286.0
292,660016574,Casual,very-high,4.6,Medium,Winter,o-neck,short,Missing,Missing,Others,Missing,1,81.0,275.0,202.0,729.0
293,738079582,Casual,Low,4.4,Free,Winter,Others,sleeve less,Missing,Missing,Others,Missing,1,151.0,505.0,363.0,1336.0
294,861001391,party,High,4.5,Medium,Winter,o-neck,sleeve less,Missing,Missing,Missing,Missing,1,82.0,275.0,202.0,785.0
295,1099696103,Casual,Average,4.8,Free,Summer,o-neck,sleeve less,Missing,Missing,Missing,Missing,0,66.0,219.0,162.0,582.0
296,1044288976,Sexy,Average,5.0,Medium,Summer,o-neck,sleeve less,polyster,broadcloth,Others,Missing,0,16.0,71.0,58.0,198.0
297,890848361,vintage,Average,4.9,Free,Summer,o-neck,Others,Missing,Missing,Missing,Missing,0,43.0,213.0,190.0,608.0
298,929503394,vintage,Average,4.7,Small,Summer,turndowncollor,short,cotton,Missing,Missing,Missing,0,239.0,1059.0,872.0,2677.0
299,1015249105,work,Average,4.9,Medium,Summer,Others,half sleeves,polyster,Others,sashes,Missing,0,213.0,1060.0,948.0,2984.0
300,707537639,Casual,Low,4.7,Large,Spring,o-neck,short,chiffonfabric,chiffon,Missing,Missing,0,1283.0,3392.0,2012.0,9538.0
301,702984554,Casual,Average,4.8,Large,Autumn,o-neck,short,Others,Missing,Missing,Missing,0,109.0,378.0,278.0,1030.0
302,1023830972,Casual,Average,0.0,Small,Winter,slash-neck,half sleeves,nylon,broadcloth,Missing,Missing,0,26.0,134.0,119.0,421.0
303,959052557,Casual,Average,4.2,Small,Winter,v-neck,sleeve less,Others,chiffon,hollowout,patchwork,0,282.0,889.0,617.0,2419.0
304,1246945687,Others,Average,0.0,Free,Summer,o-neck,full sleeves,cotton,Others,hollowout,solid,0,26.0,132.0,110.0,405.0
305,510519284,Casual,Low,4.3,Free,Summer,Others,sleeve less,chiffonfabric,chiffon,Others,Missing,0,190.0,600.0,408.0,1690.0
306,1079958917,Casual,Average,3.7,Medium,Summer,boat-neck,sleeve less,Others,Missing,Missing,Missing,0,113.0,559.0,501.0,1542.0
307,1024325244,Casual,Average,5.0,Free,Winter,o-neck,sleeve less,polyster,broadcloth,Others,Missing,1,22.0,76.0,57.0,206.0
308,1104504876,cute,Low,0.0,Free,Winter,o-neck,sleeve less,Missing,chiffon,Missing,Missing,0,13.0,118.0,114.0,378.0
309,1010356223,vintage,Average,4.8,Medium,Summer,v-neck,full sleeves,rayon,Others,Missing,Missing,1,48.0,157.0,110.0,423.0
310,908989488,bohemian,Average,0.0,Free,Spring,o-neck,sleeve less,rayon,chiffon,Missing,striped,1,2.0,7.0,5.0,25.0
311,822081627,Sexy,Average,4.5,Medium,Summer,Others,sleeve less,cotton,chiffon,Missing,solid,0,746.0,2368.0,1630.0,6437.0
312,1116072373,Others,Medium,4.2,Medium,Winter,o-neck,half sleeves,polyster,chiffon,hollowout,animal,1,50.0,176.0,134.0,503.0
313,856139963,Casual,Low,5.0,Free,Spring,v-neck,full sleeves,cotton,Missing,Missing,solid,1,50.0,257.0,219.0,735.0
314,1032982013,Casual,Average,5.0,Large,Winter,o-neck,three quater,polyster,Missing,applique,solid,0,33.0,306.0,316.0,797.0
315,879756967,Casual,Low,4.8,Medium,Winter,v-neck,sleeve less,polyster,Missing,Missing,print,0,748.0,2483.0,1739.0,6728.0
316,912614690,bohemian,Low,5.0,Free,Spring,o-neck,short,nylon,jersey,sashes,print,1,19.0,86.0,76.0,248.0
317,1072784739,Casual,Low,5.0,Free,Spring,Others,sleeve less,silk,chiffon,applique,print,0,134.0,522.0,422.0,1343.0
318,945651303,Casual,Low,5.0,Medium,Spring,o-neck,sleeve less,chiffonfabric,chiffon,Missing,solid,1,19.0,160.0,160.0,457.0
320,1219677488,Others,Average,0.0,Free,Winter,o-neck,short,polyster,broadcloth,Others,Missing,1,73.0,406.0,435.0,1096.0
321,886501087,cute,Low,0.0,Large,Spring,o-neck,sleeve less,Missing,Missing,Missing,Missing,1,7.0,23.0,17.0,66.0
322,944264938,Sexy,Low,4.8,Free,Spring,slash-neck,sleeve less,cotton,broadcloth,sequined,solid,0,98.0,342.0,247.0,957.0
323,918722829,Sexy,Low,4.8,Free,Summer,slash-neck,sleeve less,silk,Missing,Others,solid,0,81.0,359.0,301.0,1137.0
324,750670078,Casual,Low,4.4,Medium,Winter,o-neck,sleeve less,polyster,Missing,Missing,solid,0,805.0,2426.0,1602.0,6526.0
325,1028061165,Casual,Average,4.5,Medium,Winter,o-neck,sleeve less,polyster,chiffon,Others,striped,0,70.0,268.0,204.0,763.0
326,699738864,Casual,Low,4.7,Small,Summer,o-neck,full sleeves,cotton,Missing,Missing,patchwork,0,267.0,1352.0,919.0,2418.0
327,961230947,work,Average,4.9,Medium,Winter,slash-neck,short,polyster,broadcloth,ruffles,solid,0,56.0,203.0,158.0,581.0
328,849947393,cute,Medium,4.6,Free,Spring,o-neck,short,chiffonfabric,Missing,hollowout,solid,1,213.0,783.0,591.0,2205.0
329,857432541,Casual,Low,4.7,Free,Spring,o-neck,half sleeves,silk,chiffon,sashes,print,0,57.0,236.0,192.0,669.0
330,1088674674,Casual,Low,4.7,Medium,Winter,o-neck,full sleeves,polyster,chiffon,Missing,print,1,47.0,230.0,200.0,621.0
331,939250541,Casual,Average,4.8,Medium,Spring,o-neck,sleeve less,cotton,chiffon,hollowout,print,0,55.0,371.0,362.0,1078.0
332,432154321,Sexy,Low,4.8,Large,Summer,o-neck,sleeve less,cotton,Missing,Missing,solid,1,85.0,359.0,292.0,2192.0
333,880692544,Casual,Average,4.7,Extra large,Winter,v-neck,short,milksilk,Missing,Missing,print,0,44.0,180.0,137.0,487.0
334,958270190,Casual,Low,0.0,Large,Winter,v-neck,full sleeves,Missing,Missing,Missing,solid,0,23.0,167.0,170.0,533.0
335,732757918,Sexy,Average,4.7,Medium,Autumn,slash-neck,sleeve less,nylon,Missing,Others,solid,0,1088.0,3265.0,2190.0,8941.0
336,898646576,Casual,Low,4.7,Free,Winter,o-neck,sleeve less,Missing,Missing,Missing,Missing,1,234.0,839.0,632.0,2364.0
337,950048509,Casual,High,0.0,Large,Winter,v-neck,full sleeves,polyster,Missing,Missing,solid,0,28.0,124.0,108.0,326.0
338,754316257,Casual,Low,4.7,Large,Summer,o-neck,sleeve less,silk,worsted,Others,patchwork,0,132.0,618.0,526.0,1955.0
339,598523814,Casual,Average,4.7,Free,Summer,v-neck,full sleeves,cotton,Missing,sashes,solid,0,547.0,1658.0,1122.0,4403.0
340,774130360,Casual,Average,0.0,Free,Winter,v-neck,full sleeves,Others,Missing,Missing,solid,1,1.0,6.0,5.0,16.0
341,555727400,Casual,Low,4.7,Free,Summer,o-neck,Others,chiffonfabric,chiffon,Missing,print,1,580.0,1784.0,1192.0,4783.0
342,537463111,Casual,Average,4.7,Medium,Summer,o-neck,three quater,chiffonfabric,chiffon,Others,solid,0,321.0,974.0,650.0,2588.0
343,933864550,Sexy,Low,4.5,Free,Summer,slash-neck,sleeve less,polyster,Others,Missing,Missing,0,150.0,516.0,382.0,1431.0
344,944930838,vintage,Low,4.0,Free,Summer,turndowncollor,short,cotton,Others,hollowout,solid,0,183.0,598.0,416.0,1657.0
345,901346821,Sexy,Low,4.7,Free,Summer,v-neck,sleeve less,Missing,Missing,Missing,Missing,0,32.0,133.0,114.0,360.0
346,818295153,bohemian,Low,5.0,Free,Summer,o-neck,sleeve less,cotton,broadcloth,Others,print,1,42.0,181.0,154.0,562.0
347,943414146,Sexy,Average,4.5,Small,Winter,v-neck,sleeve less,polyster,Missing,Missing,Missing,0,738.0,2479.0,1780.0,6744.0
348,234567890,cute,Average,4.7,Medium,Summer,o-neck,sleeve less,chiffonfabric,Missing,sashes,Others,0,270.0,1042.0,810.0,2990.0
349,1190383536,vintage,Low,0.0,Free,Summer,o-neck,sleeve less,cotton,Others,Missing,print,1,35.0,489.0,543.0,1425.0
350,869138763,Casual,Average,4.1,Large,Winter,o-neck,sleeve less,polyster,Missing,Missing,Missing,1,30.0,138.0,114.0,372.0
351,977173764,Casual,Average,4.2,Medium,Winter,v-neck,full sleeves,polyster,Missing,Others,patchwork,1,55.0,274.0,237.0,794.0
352,918331326,Brief,Average,4.8,Free,Winter,v-neck,half sleeves,polyster,broadcloth,Missing,solid,0,89.0,372.0,314.0,1010.0
353,955679920,Sexy,Average,4.8,Small,Winter,v-neck,sleeve less,polyster,chiffon,Others,solid,0,79.0,437.0,396.0,1213.0
354,862814652,Casual,Average,4.7,Large,Winter,o-neck,sleeve less,polyster,chiffon,Missing,patchwork,0,138.0,458.0,325.0,1218.0
355,799301728,vintage,Average,4.7,Medium,Summer,v-neck,short,rayon,Missing,beading,print,0,69.0,293.0,241.0,841.0
356,1039384371,Casual,Average,4.8,Free,Summer,o-neck,sleeve less,cotton,chiffon,sashes,solid,0,50.0,216.0,174.0,602.0
357,746518490,Sexy,Low,4.7,Medium,Winter,v-neck,sleeve less,polyster,Missing,Missing,striped,0,66.0,919.0,988.0,2882.0
358,720665176,Casual,Average,5.0,Small,Spring,turndowncollor,full sleeves,cotton,worsted,Missing,solid,0,5.0,19.0,16.0,49.0
359,1001750851,Casual,Low,1.0,Medium,Spring,o-neck,half sleeves,Missing,chiffon,Missing,Missing,0,14.0,55.0,41.0,159.0
360,882975367,Sexy,Average,4.1,Free,Summer,v-neck,sleeve less,cotton,Missing,Others,Missing,1,158.0,654.0,583.0,1771.0
361,1069577979,Casual,Low,4.0,Free,Summer,v-neck,sleeve less,cotton,broadcloth,hollowout,print,0,31.0,156.0,132.0,483.0
362,1079373429,work,Average,4.7,Medium,Spring,v-neck,sleeve less,Missing,Missing,Missing,Missing,1,25.0,143.0,121.0,354.0
363,711704151,cute,Average,4.6,Free,Spring,v-neck,full sleeves,cotton,chiffon,Missing,solid,1,662.0,2030.0,1369.0,5382.0
364,876761815,Casual,Low,5.0,Medium,Spring,o-neck,sleeve less,Others,jersey,Missing,print,0,60.0,271.0,222.0,757.0
365,1062354779,Casual,Average,4.7,Medium,Autumn,v-neck,sleeve less,Missing,chiffon,Missing,striped,1,175.0,985.0,754.0,1943.0
366,845853510,Casual,Average,4.5,Large,Summer,o-neck,short,cotton,jersey,Others,solid,0,164.0,747.0,656.0,2003.0
367,832090686,cute,Average,4.6,Medium,Autumn,o-neck,three quater,silk,chiffon,sashes,print,0,399.0,1264.0,873.0,3404.0
368,839305476,Casual,Low,4.6,Free,Autumn,o-neck,half sleeves,chiffonfabric,chiffon,Missing,Others,1,124.0,623.0,538.0,1732.0
370,1211480431,Sexy,Low,0.0,Large,Summer,o-neck,sleeve less,Others,Missing,Missing,striped,0,11.0,532.0,662.0,1514.0
371,946741571,bohemian,Average,4.0,Free,Winter,o-neck,sleeve less,polyster,chiffon,ruffles,striped,0,342.0,1252.0,926.0,3390.0
372,724177834,Casual,Low,4.7,Free,Summer,o-neck,full sleeves,cotton,Missing,Missing,solid,1,688.0,1985.0,1287.0,5242.0
373,975877364,work,Average,0.0,Medium,Summer,v-neck,sleeve less,cotton,worsted,Missing,solid,1,2.0,11.0,8.0,29.0
374,851697194,bohemian,Average,4.1,Free,Summer,o-neck,three quater,Missing,Missing,hollowout,Missing,0,233.0,739.0,521.0,1970.0
375,1108356000,Casual,Average,0.0,Medium,Spring,o-neck,half sleeves,Missing,Missing,Others,Missing,0,8.0,34.0,28.0,91.0
376,871219565,Brief,Low,4.6,Medium,Summer,o-neck,short,cotton,Missing,Missing,animal,0,92.0,311.0,231.0,814.0
377,1250787559,cute,Low,0.0,Free,Spring,v-neck,sleeve less,chiffonfabric,chiffon,Missing,Missing,1,2.0,6.0,4.0,16.0
378,942245416,Casual,Average,5.0,Medium,Spring,o-neck,three quater,Others,Missing,Missing,Missing,0,12.0,43.0,32.0,119.0
379,900108476,Casual,Low,5.0,Free,Winter,o-neck,full sleeves,Others,Missing,applique,solid,0,28.0,159.0,150.0,522.0
380,1019672746,vintage,Average,4.5,Large,Winter,o-neck,short,Missing,Missing,sequined,patchwork,1,361.0,1183.0,827.0,3201.0
381,783980024,Casual,Average,4.5,Free,Summer,o-neck,short,polyster,Missing,Missing,solid,0,274.0,925.0,670.0,2525.0
382,970655043,bohemian,Low,4.4,Large,Summer,Others,short,cotton,Missing,Missing,dot,0,62.0,430.0,420.0,1154.0
383,1139064593,Casual,High,0.0,Large,Winter,v-neck,three quater,polyster,Missing,ruffles,solid,1,1.0,3.0,2.0,8.0
384,939389270,Casual,Average,4.8,Free,Winter,o-neck,sleeve less,polyster,Missing,sashes,solid,0,196.0,636.0,447.0,1744.0
385,859321875,Brief,Low,4.7,Medium,Winter,o-neck,full sleeves,cotton,Missing,Missing,patchwork,0,107.0,460.0,384.0,1448.0
386,703395323,Casual,Medium,0.0,Free,Winter,Others,full sleeves,Others,Others,Missing,solid,1,1.0,3.0,2.0,8.0
387,966030991,party,Average,0.0,Medium,Summer,o-neck,full sleeves,cotton,Missing,Missing,patchwork,1,10.0,45.0,37.0,141.0
388,866405822,bohemian,Average,4.8,Small,Summer,v-neck,short,cotton,Missing,Missing,solid,0,68.0,224.0,160.0,629.0
389,941564304,Sexy,Average,4.9,Free,Summer,Others,sleeve less,polyster,Missing,sashes,print,0,164.0,607.0,482.0,1697.0
390,1119360745,Casual,Average,3.0,Medium,Spring,turndowncollor,short,polyster,Missing,sashes,patchwork,0,4.0,15.0,10.0,40.0
391,932375745,Casual,Low,4.7,Large,Autumn,o-neck,short,polyster,Others,Missing,patchwork,1,201.0,722.0,546.0,2037.0
392,789373177,Casual,Average,4.3,Medium,Autumn,o-neck,sleeve less,polyster,Missing,Others,solid,0,160.0,523.0,356.0,1456.0
393,1135456589,Casual,Average,0.0,Extra large,Winter,v-neck,short,polyster,Others,Others,solid,1,14.0,95.0,90.0,277.0
394,932913675,Casual,Low,5.0,Free,Summer,o-neck,sleeve less,Others,jersey,Others,solid,1,8.0,50.0,43.0,144.0
395,1217548862,vintage,Average,0.0,Large,Summer,Others,short,cotton,chiffon,Missing,dot,1,15.0,158.0,164.0,506.0
396,755078866,Casual,Low,4.7,Free,Winter,o-neck,sleeve less,milksilk,Missing,Missing,animal,0,121.0,393.0,271.0,1073.0
397,1052420390,vintage,Average,5.0,Medium,Summer,v-neck,three quater,polyster,Missing,Missing,print,0,17.0,65.0,48.0,193.0
398,924108301,Casual,Low,4.7,Large,Summer,o-neck,full sleeves,mix,worsted,Others,patchwork,1,99.0,362.0,266.0,1035.0
399,675980168,bohemian,Average,4.6,Medium,Spring,o-neck,sleeve less,Others,Others,sashes,solid,0,363.0,1089.0,719.0,2929.0
400,730603782,party,Average,4.8,Medium,Summer,o-neck,full sleeves,cotton,Missing,Missing,solid,1,327.0,923.0,592.0,2466.0
401,934830377,bohemian,Low,4.6,Free,Summer,v-neck,sleeve less,cotton,broadcloth,beading,solid,0,114.0,517.0,426.0,1477.0
402,689406468,party,very-high,4.6,Free,Summer,o-neck,sleeve less,rayon,Missing,hollowout,solid,0,39.0,127.0,91.0,344.0
403,870994067,cute,Low,4.8,Medium,Spring,o-neck,short,Others,Others,bow,dot,1,127.0,788.0,634.0,1646.0
